ENSEMBL,drug_claim_name
ENSG00000198786,#METFORMIN HYDROCHLORIDE#NV-128#ME-344
ENSG00000198788,#GPI-0100#PD-98059#CHEMOPREVENTIVE AGENT#DEXTRAN SULFATE SODIUM#IFN#5-AZA-2&APOS;-DEOXYCYTIDINE#5-AZADEOXYCYTIDINE#5-FU#CHONDROITIN
ENSG00000198793,"#APITOLISIB#TCMDC-124422#MIBEFRADIL#AMSACRINE#CANERTINIB#SF1126#Salirasib#PWT-33597#PMID25726713-Compound-50#PMID25726713-Compound-51#VS-5584#RITANSERIN#TCMDC-124166#CC-223#DS-7423#DS-3078A#RG-7603#SAMOTOLISIB#GNF-PF-3964#EMETINE#TERFENADINE#PIMECROLIMUS#TAFA-93#DS-7423#MTOR INHIBITOR#SJ000071854#PWT-33579#SJ000262801#BISLEUCONOTHINE A#PHENETHYLISOTHIOCYANATE#Sirolimus#TEMSIROLIMUS#OSI-027#GNF-PF-1969#ISOPROTERENOL#MAPROTILINE#HL010183#IDARUBICIN#OLEOYL DOPAMINE#GOSSYPOL#TEMSIROLIMUS#EVEROLIMUS#OSI-027#NSC-95397#EVEROLIMUS#XL765#PF-04691502#DEFOROLIMUS#IFENPRODIL#ROTENONE#DOXAZOSIN#VANOXERINE#DACTOLISIB#RIDAFOROLIMUS#SAR 245409.00#VS-5584#PERPHENAZINE#PWT33597#GDC-0980#PWT33597#LAM-001#BGT226#PMID25726713-Compound-47#PMID25726713-Compound-48#PMID25726713-Compound-49#GDC-0980/RG7422#NVP-BGT226#GEDATOLISIB#BUTACLAMOL#CAMPTOTHECIN#WIN-552122#3,4-DICHLOROISOCOUMARIN#PYRROLIDINE DITHIOCARBAMATE#PQR309#RAPAMYCIN#NU-6027#AZD8055#PALOMID-529#Everolimus#TCMDC-125578#BW-723C86#PAROXETINE#PENTAMIDINE DIISETHIONATE#PHENANTHROLINE#OSI-027#EVEROLIMUS#EVEROLIMUS#everolimus#PF-04449913#VE-822#Everolimus#THAPSIGARGIN#OSI-027#BYL719#RIDAFOROLIMUS#EBASTINE#DIPHENYLENEIODONIUM#LOPERAMIDE#CGS-15943#GNF-PF-2442#AZD-8055#NICLOSAMIDE#PI-103#RIDAFOROLIMUS#INK128#IDAZOXAN#ZOLANTIDINE#Ridaforolimus#BEZ235#BIX-01294#PWT-33587#QUINACRINE#SJ000089001#SF1126#BI 860585#DISULFIRAM#SF-1126#ONATASERTIB#LESTAURTINIB#YUANHUADINE#SIROLIMUS#PKI-587#PX-866#LY3023414#CALCIMYCIN#CC-223#DS-3078A#Rapamycin#SIROLIMUS#CC-115#GR-127935#FENRETINIDE#VANDETANIB#PF-4691502#TEMSIROLIMUS#Everolimus#ABI-009#MM-141#EVEROLIMUS#MTOR KINASE INHIBITOR AZD8055#RAPALINK-1#(R,S)-INDATRALINE#PERHEXILINE MALEATE#SAPANISERTIB#OMIPALISIB#VOXTALISIB#VISTUSERTIB#INDOXIMOD#3,4-METHYLENEDIOXYB-NITROSTYRENE#XL-765#MLN0128#XL765#GDC-0349#PAZOPANIB#AZD2014#DACTOLISIB#PKI-179#BGT-226#INDIRUBIN SULFATE#EPINEPHRINE#AS-605240#TRIFLUPERIDOL#PIMOZIDE#LY-294002#L-741626#BEZ 235#DS-3078#SF1126#Novolimus#Zotarolimus#PROPAFENONE#SIROLIMUS#CAFFEIC ACID PHENETHYL ESTER#CANTHARIDIC_ACID#TYRPHOSTIN A9#GNF-PF-3770#GEDATOLISIB#METFORMIN HYDROCHLORIDE#TG100-115#DEQUALINIUM#PKI-587#BGJ398#SIROLIMUS#Sirolimus#PF-05212384#METFORMIN#SIROLIMUS#PANULISIB#TEMSIROLIMUS#EVEROLIMUS#TCMDC-125575#CATECHOL#NICARDIPINE#GNF-PF-388#EVEROLIMUS#EVEROLIMUS#TEMSIROLIMUS#Temsirolimus#PI3K/BET INHIBITOR LY294002#CAPIVASERTIB#TCMDC-125580#Temsirolimus#AMIODARONE#TEMSIROLIMUS#EVEROLIMUS#BEZ235#AZD-8055#HALOPERIDOL#TANESPIMYCIN#MIFEPRISTONE#RIDAFOROLIMUS#XL765#PALOMID 529#ME-344#PF-04691502#BEZ235#GNF-PF-308#DACTOLISIB"
ENSG00000198804,#MUSTARD#LEVODOPA#OESTRADIOL
ENSG00000198805,#FORODESINE#FORODESINE HYDROCHLORIDE#ULODESINE#Peldesine#Forodesine#2'3'-Dideoxyinosine#FORODESINE HYDROCHLORIDE#Guanosine#BCX-3408#ULODESINE
ENSG00000198814,#DOCOSANOL
ENSG00000198821,#MT-103#MUROMONAB#5-AZACYTIDINE
ENSG00000198822,"#BCI-838#BCI-632#LY2969822#heroin#RO-4995819#LY404039#PMID25435285-Compound-16#Pomaglumetad#POMAGLUMETAD METHIONIL#LY404039#Oleoyl-estrone#LY2140023#antipsychotics#TS-032, PF-4802540#PMID25435285-Compound-15#PMID25435285-Compound-20#PMID25435285-Compound-22#DECOGLURANT#risperidone"
ENSG00000198838,#DANTROLENE SODIUM#amlodipine
ENSG00000198840,#METFORMIN HYDROCHLORIDE#NV-128#NADH#ME-344
ENSG00000198848,#Selective serotonin reuptake inhibitors#irinotecan#nortriptyline#capecitabine#heroin#desipramine#GR148672X#HL-004#mycophenolate mofetil#amitriptyline#trandolapril#doxepin#K-604#Eldacimibe#SN-38#trimipramine#mycophenolic acid#PACTIMIBE#clopidogrel#2-oxo-clopidogrel#MAO inhibitors#clomipramine#Cholic Acid
ENSG00000198851,#TEPLIZUMAB#ELRANATAMAB#MUROMONAB#Ertumaxomab#ERTUMAXOMAB#VISILIZUMAB#HOKT3#CATUMAXOMAB#MT110#CATUMAXOMAB#FORALUMAB#TECLISTAMAB#RESIMMUNE#EPCORITAMAB#MEDI-565#FLOTETUZUMAB#MOSUNETUZUMAB#OTELIXIZUMAB#SOLITOMAB#VISILIZUMAB#GLOFITAMAB#IMC-GP100#MUROMONAB#Muromonab#TALQUETAMAB#MT-103#MT-110#Autologous T-cell therapy#ANTI-CD3 MONOCLONAL ANTIBODY#Resimmune#MUROMONAB-CD3#TEPLIZUMAB#BLINATUMOMAB#FBT-A05#OTELIXIZUMAB#ODRONEXTAMAB#NI-0401
ENSG00000198873,#RG-1530#JNJ-7706621#BDBM50173323#BDBM50173327#DNDI1417467#ENTRECTINIB#Antihypertensives#TAE-684#SOTRASTAURIN#PF-562271#verapamil#Beta Blocking Agents#trandolapril#escitalopram#ALISERTIB#BDBM50173330#hydrochlorothiazide#citalopram#MLN-8054
ENSG00000198886,#NV-128#METFORMIN HYDROCHLORIDE#ME-344
ENSG00000198888,#NV-128#aminoglycoside antibacterials#streptomycin#METFORMIN HYDROCHLORIDE#ENFLURANE#micronomicin#amikacin#gentamicin#isepamicin#kanamycin#DESFLURANE#tobramycin#SEVOFLURANE#ENFLURANE#DESFLURANE#ME-344#neomycin#SEVOFLURANE
ENSG00000198900,"#MURELETECAN#HYDROXYCAMPTOTHECIN#IRINOTECAN#irinotecan#Afeletecan#Belotecan hydrocholoride#ELOMOTECAN HYDROCHLORIDE#DRF-1042#MLN-576#GIMATECAN#(20S,21R)-FLUOROCAMPTOTHECIN#TLC-388#PATRITUMAB DERUXTECAN#CAMPTOTHECIN#AESCULIOSIDE IIA#CURCUMIN#AESCULIOSIDE IIIB#MYRICETIN#ARQ-501#Exatecan#Pegamotecan#3-HYDROXYEVODIAMINE#SIMOCYCLINONE D8#AR-67#EDOTECARIN#AESCULIOSIDE IIIE#MANSONONE F#LAMELLARIN D#RUBITECAN#Edotecarin#LE-SN38#Rubitecan#-PEN 866.00#INDIMITECAN#ETIRINOTECAN PEGOL#CUCURBITACIN B#6-OXIMOTRYPTANTHRIN#QUERCETIN#PEG-IRINOTECAN#TOPOTECAN#TOPOTECAN#(S)-DRF-1042#IRINOTECAN#N-METHYLCALOTHRIXIN B#PLUKENETIONE A#AESCULIOSIDEIV-23C1#10-(4-PYRIDYL)CAMPTOTHECIN#CRLX101#Topetecan#CZ-48#CKD602#Irinotecan#IRINOTECAN#PRODIGIOSIN#10-(4-PYRIDYL)CAMPTOTHECIN HCL#7-ETHYL-10-HYDROXY-CAMPTOTHECIN#2,7-BIS[2-(DIMETHYLAMINO)ACETAMIDO]ANTHRAQUINONE#EVODIAMINE#CALOTHRIXIN B#Camptothecin#CAMPTOTHECIN#CAMPTOTHECIN#BECATECARIN#SOPHORIDINE#AESCULIOSIDE IVC#4-HYDROXYEVODIAMINE#OLIVOMYCIN I#(20S,21S)-7-CYCLOHEXYLFLUOROCAMPTOTHECIN#CYCLOPHOSPHAMIDE#AR-67#INTOPLICINE#9-AMINOCAMPTOTHECIN#3-AMINOEVODIAMINE#TRASTUZUMAB DERUXTECAN#9-PHENYLIMIDAZO[1,2-H][1,7]NAPHTHYRIDINE#TOPOTECAN#DOXORUBICIN#NITIDINE CHLORIDE#AESCULIOSIDE IIK#2-(P-HYDROXYBENZYL)PRODIGIOSIN#TOPOISOMERASE INHIBITORS#PEG-CAMPTOTHECIN#PEG-SN38#DIFLOMOTECAN#NKTR-102#Namitecan#IRINOTECAN HYDROCHLORIDE#BELOTECAN#IRINOTECAN#AESCULIOSIDE IIIF#(20S,21S)-FLUOROCAMPTOTHECIN#AESCULIOSIDE IV-23E#AESCULIOSIDE IIE#LURTOTECAN#IRINOTECAN#ABI-011#DFP 13318#XR-5000#EQ-917#Gimatecan#Daniquidone#7-ETHYL-10-HYDROXYCAMPTOTHECIN#EXATECAN#AESCULIOSIDE IIB#O-METHYLCALOTHRIXIN A#SN-38#KARENITECIN#Karenitecin#TLC-388#DAUNORUBICIN#AESCULIOSIDE IVB#LE-SN38#IT-141#PYRAZOLOACRIDINE#TRYPTANTHRIN#XMT-1001#IRINOTECAN SUCROSOFATE#TOPOTECAN#TOPOTECAN#NSC-341622#AESCULIOSIDE IIC#N-(4-CHLOROBENZOYL)EVODIAMINE#1-METHYLEVODIAMINE#AESCULIOSIDE IVA#CISPLATIN#PEG-SN38#Tafluposide#Etirinotecan pegol#Topotecan#CAMPTOTHECIN-20-O-PROPIONATE#DS-1062#3-CHLOROEVODIAMINE#AFELETECAN#FISETIN#AESCULIOSIDE IV-23D1#AESCULIOSIDE IIIC#NEW AGENTS#GZ402674#B-Lactams#Polyglutamate camptothecin#Sphingosomal topotecan#BROMOETHANE#IRINOTECAN#IRINOTECAN#KARENITECIN#3-FLUOROEVODIAMINE#LIPOTECAN#(5Z,9Z)-5,9-HEXADECADIENOIC ACID#SACITUZUMAB GOVITECAN#RUBITECAN#9-AMINOCAMPTOTHECIN#AESCULIOSIDE IIID#LYCOBETAINE#10-HYDROXYEVODIAMINE#CAFFEINE#Beta-Lapachone#CALOTHRIXIN A#INDOTECAN#10-IODOEVODIAMINE#12-CHLOROEVODIAMINE#AESCULIOSIDE IIIA#AESCULIOSIDE IID#C-1311#Genz-644282#DIFLOMOTECAN"
ENSG00000198910,#CD171 specific CAR T cells expressing EGFRt#JCAR023
ENSG00000198918,#DORLIMOMAB ARITOX#CYCLOHEXIMIDE#MT-3724#ATALUREN#ELX-02
ENSG00000198929,#amiodarone#verapamil#glipizide#glimepiride#Dihydropyridine derivatives#granisetron#dolasetron#repaglinide#glibenclamide#nifedipine#amlodipine
ENSG00000198931,#HYDROGEN PEROXIDE#TPA
ENSG00000198938,#Imprime PGG immunotherapeutic#APL-2#POT-4
ENSG00000198947,#Golodirsen#DYSTROPHIN#MyoDys#Ataluren#PRO044#Eteplirsen#eteplirsen#Biostrophin#golodirsen#casimersen#viltolarsen#WVE-210201
ENSG00000198959,#HEPARIN#THROMBIN#IL-1#NERVE GROWTH FACTOR#TNF-ALPHA#RAPAMYCIN#RETINOIDS#VITAMIN A#ALPHA-DIFLUOROMETHYLORNITHINE#13-CIS RETINOIC ACID#DEFEROXAMINE#IONOMYCIN#ADRENOCORTICOTROPIN#4-HYDROPEROXYCYCLOPHOSPHAMIDE#LEVAMISOLE#FINASTERIDE#RETINYL ACETATE#IL-6#ATORVASTATIN#HEPARAN SULFATE#ETHANOL#TAMOXIFEN#CISPLATIN#MIDAZOLAM#5-AZA-2&APOS;-DEOXYCYTIDINE#GEMCITABINE#ACIVICIN#CHEMOTHERAPEUTIC AGENT#CAMPTOTHECIN#AMPHOTERICIN B#IL-12#IL-8#DOXORUBICIN#PROGESTERONE#SODIUM BUTYRATE#GENTAMICIN#ANTISERUM#VASCULAR ENDOTHELIAL GROWTH FACTOR#GARLIC
ENSG00000198963,"#US9598431, 5#US9598431, 2#US9598431, 1"
ENSG00000200084,#docetaxel#thalidomide
ENSG00000202601,#quetiapine
ENSG00000203710,#TETANUS TOXOID#MIROCOCEPT#CDX-1135
ENSG00000203734,#anthracyclines and related substances
ENSG00000203747,#OPIOID#FENTANYL#HEPARIN#BESTATIN#CETUXIMAB#CIMETIDINE#margetuximab#PREDNISOLONE#doxorubicin#AFM-13#AFM-13#GMA-161#ANGIOGENESIS INHIBITOR#SALINE#rituximab#CHONDROITIN SULFATE#POLY I:C#GELDANAMYCIN#EPO#INDOMETHACIN#BRM#tocilizumab#OK-432#LIF#ARA-C#CA19-9 ANTIGEN#MAFOSFAMIDE#PUROMYCIN#PROTEASE INHIBITORS#DPPE#PENICILLIN#ANTI CD3#IMMUNOSUPPRESSIVE#LACTULOSE#TRASTUZUMAB#prednisolone#trastuzumab#IMGATUZUMAB#THALIDOMIDE#EOTAXIN#CYCLOSPORINE#H2O2#PMA#FAS LIGAND#RECOMBINANT STEM CELL FACTOR#vincristine#IL-18#IL-8#FLT3L#MMP INHIBITOR#DOXORUBICIN#IL-2#antithymocyte globulin#DIMETHYL SULFOXIDE#cyclophosphamide
ENSG00000203797,#topotecan#5-AMINONICOTINIC ACID#MALONIC ACID
ENSG00000203804,"#GNF-PF-5134#Biphenyl carboxylic acid derivative 1#Indole-based analog 3#PMID27744724-Compound-13#PMID27744724-Compound-22#PMID27744724-Compound-23#PMID27744724-Compound-26#PMID27744724-Compound-28#PMID27744724-Compound-3#PMID27744724-Compound-Fomula2#NSC-180246#GOSSYPOL#5,8,11,14-EICOSATETRAYNOIC ACID#NSC-69187#TDR77578#TDR77593#NSC-66209#ASTERRIC ACID#RAPAMYCIN#AMG 176#AMENTOFLAVONE#PMID27744724-Compound-10#PMID27744724-Compound-18#PMID27744724-Compound-21#PMID27744724-Compound-5#PROCHLORPERAZINE#NSC-71033#CD40L#HISTONE DEACETYLASE INHIBITOR#ALTENUSIN#ROSMARINIC ACID#CAMPTOTHECIN#IL-5#DEPSIPEPTIDE#ISOKAEMPFERIDE#GNF-PF-3955#NSC-102742#ANTISENSE OLIGONUCLEOTIDES#Glucarpidase#Indole-based analog 1#PMID27744724-Compound-19#PMID27744724-Compound-29#PMID27744724-Compound-4#NSC-107022#OBATOCLAX MESYLATE#LIOTHYRONINE SODIUM#CB7969312#NSC-367089#PI3-KINASE INHIBITORS#AT-101#Obatoclax#SULFURETIN#SJ000044511#SJ000036432#ASPIRIN#DOCETAXEL#Biphenyl carboxylic acid derivative 2#Indole-based analog 2#PMID27744724-Compound-20#PMID27744724-Compound-27#PMID27744724-Compound-6#ZINC 03369470#HAEMATOXYLIN#PROTEASOME INHIBITOR#APOMORPHINE HYDROCHLORIDE HEMIHYDRATE#MORIN#ZINC 02849675#LOMOFUNGIN#PURPUROGALLIN#INSULIN#CAMPTOTHECIN#CARBOPLATIN#AZD5991#OMEPRAZOLE#CEPHALOCHROMIN#BITHIONOL#ELLAGIC ACID#HEXACHLOROPHENE"
ENSG00000203857,#TRILOSTANE#glucocorticoids#TRILOSTANE#hydrochlorothiazide
ENSG00000203859,#TRILOSTANE#TRILOSTANE#TRILOSTANE
ENSG00000204103,#Tumor necrosis factor alpha (TNF-alpha) inhibitors
ENSG00000204174,#OBINEPITIDE#PYY3-36#TM30339#TM30339#TM30338#TM30339
ENSG00000204231,#IRX-4204#BEXAROTENE#MOFAROTENE#ADAPALENE#TAZAROTENE#TAZAROTENE#ACITRETIN#TRETINOIN#TRETINOIN#ETRETINATE#BEXAROTENE#ADAPALENE#Alitretinoin#BEXAROTENE#BEXAROTENE#ALITRETIONINE#ALITRETINOIN#ALITRETINOIN
ENSG00000204248,#OCRIPLASMIN#COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
ENSG00000204256,#PMID26924192-Compound-105#Pyrrolo-pyrrolone derivative 1#OTX-015#ACETAMINOPHEN#PELABRESIB#RO-6870810#ABBV-744#MOLIBRESIB#ALPRAZOLAM#TRIAZOLAM#BIRABRESIB#APABETALONE#PMID26924192-Compound-103#PMID26924192-Compound-104#L-655708#MIDAZOLAM#PMID26924192-Compound-102#PMID26924192-Compound-106#PMA#BMS-986158
ENSG00000204262,#OCRIPLASMIN#COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
ENSG00000204264,#CARFILZOMIB#CARFILZOMIB#BORTEZOMIB#CARFILZOMIB#BORTEZOMIB#MARIZOMIB#IXAZOMIB#BELACTOSIN A#OPROZOMIB#IXAZOMIB CITRATE#BORTEZOMIB#LACTACYSTIN
ENSG00000204287,#ATEZOLIZUMAB#NIVOLUMAB#PEMBROLIZUMAB#1D09C3
ENSG00000204291,#OCRIPLASMIN#COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
ENSG00000204301,#REGN421#MK0752#LY3039478#PF-03084014#allopurinol#RO4929097
ENSG00000204305,#TTP-4000#Pyridoxamine#Alagebrium chloride#AZELIRAGON#VITAMIN B12#PF-4494700#TTP-448#MAPK INHIBITORS
